,date,name,region_id,value
313,2020-04-12,one_day,ru-stpetersburg,21
314,2020-04-12,one_day,se-stockholm,23
315,2020-04-12,one_day,sg-singapore,16
316,2020-04-12,one_day,tr-istanbul,4
317,2020-04-12,one_day,uk-birmingham,10
318,2020-04-12,one_day,uk-london,7
319,2020-04-12,one_day,uk-manchester,8
320,2020-04-12,one_day,us-boston,6
321,2020-04-12,one_day,us-chicago,7
322,2020-04-12,one_day,us-dc,4
323,2020-04-12,one_day,us-la,6
324,2020-04-12,one_day,us-nyc,5
325,2020-04-12,one_day,us-philadelphia,10
326,2020-04-12,one_day,us-seattle,9
327,2020-04-12,one_day,us-sf,5
328,2020-04-11,one_day,at-vienna,5
329,2020-04-11,one_day,au-melbourne,12
330,2020-04-11,one_day,au-sydney,14
331,2020-04-11,one_day,be-brussels,7
332,2020-04-11,one_day,br-saopaulo,12
333,2020-04-11,one_day,ca-montreal,9
334,2020-04-11,one_day,ca-toronto,14
335,2020-04-11,one_day,ca-vancouver,14
336,2020-04-11,one_day,de-berlin,11
337,2020-04-11,one_day,de-hamburg,10
338,2020-04-11,one_day,de-rhineruhr,13
339,2020-04-11,one_day,dk-copenhagen,9
340,2020-04-11,one_day,es-barcelona,3
341,2020-04-11,one_day,es-madrid,3
342,2020-04-11,one_day,fr-lyon,4
343,2020-04-11,one_day,fr-paris,5
344,2020-04-11,one_day,hk-hongkong,31
345,2020-04-11,one_day,it-milan,3
346,2020-04-11,one_day,it-rome,4
347,2020-04-11,one_day,jp-tokyo,9
348,2020-04-11,one_day,kr-seoul,38
349,2020-04-11,one_day,mc-monaco,3
350,2020-04-11,one_day,mx-df,8
351,2020-04-11,one_day,nl-randstad,6
352,2020-04-11,one_day,pt-lisbon,8
353,2020-04-11,one_day,ru-moscow,15
354,2020-04-11,one_day,ru-stpetersburg,23
355,2020-04-11,one_day,se-stockholm,26
356,2020-04-11,one_day,sg-singapore,15
357,2020-04-11,one_day,tr-istanbul,5
358,2020-04-11,one_day,uk-birmingham,12
359,2020-04-11,one_day,uk-london,7
360,2020-04-11,one_day,uk-manchester,9
361,2020-04-11,one_day,us-boston,6
362,2020-04-11,one_day,us-chicago,6
363,2020-04-11,one_day,us-dc,5
364,2020-04-11,one_day,us-la,8
365,2020-04-11,one_day,us-nyc,5
366,2020-04-11,one_day,us-philadelphia,11
367,2020-04-11,one_day,us-seattle,6
368,2020-04-11,one_day,us-sf,5
369,2020-04-10,one_day,at-vienna,5
370,2020-04-10,one_day,au-melbourne,10
371,2020-04-10,one_day,au-sydney,10
372,2020-04-10,one_day,be-brussels,6
373,2020-04-10,one_day,br-saopaulo,8
374,2020-04-10,one_day,ca-montreal,10
375,2020-04-10,one_day,ca-toronto,12
376,2020-04-10,one_day,ca-vancouver,13
377,2020-04-10,one_day,de-berlin,10
378,2020-04-10,one_day,de-hamburg,10
379,2020-04-10,one_day,de-rhineruhr,12
380,2020-04-10,one_day,dk-copenhagen,9
381,2020-04-10,one_day,es-barcelona,2
382,2020-04-10,one_day,es-madrid,3
383,2020-04-10,one_day,fr-lyon,4
384,2020-04-10,one_day,fr-paris,5
385,2020-04-10,one_day,hk-hongkong,38
386,2020-04-10,one_day,it-milan,3
387,2020-04-10,one_day,it-rome,4
388,2020-04-10,one_day,jp-tokyo,8
389,2020-04-10,one_day,kr-seoul,41
390,2020-04-10,one_day,mc-monaco,6
391,2020-04-10,one_day,mx-df,7
392,2020-04-10,one_day,nl-randstad,5
393,2020-04-10,one_day,pt-lisbon,8
394,2020-04-10,one_day,ru-moscow,13
395,2020-04-10,one_day,ru-stpetersburg,24
396,2020-04-10,one_day,se-stockholm,25
397,2020-04-10,one_day,sg-singapore,14
398,2020-04-10,one_day,tr-istanbul,7
399,2020-04-10,one_day,uk-birmingham,10
400,2020-04-10,one_day,uk-london,8
401,2020-04-10,one_day,uk-manchester,9
402,2020-04-10,one_day,us-boston,5
403,2020-04-10,one_day,us-chicago,6
404,2020-04-10,one_day,us-dc,4
405,2020-04-10,one_day,us-la,7
406,2020-04-10,one_day,us-nyc,5
407,2020-04-10,one_day,us-philadelphia,13
408,2020-04-10,one_day,us-seattle,6
409,2020-04-10,one_day,us-sf,5
410,2020-04-09,one_day,at-vienna,7
411,2020-04-09,one_day,au-melbourne,12
412,2020-04-09,one_day,au-sydney,11
413,2020-04-09,one_day,be-brussels,8
414,2020-04-09,one_day,br-saopaulo,12
415,2020-04-09,one_day,ca-montreal,9
416,2020-04-09,one_day,ca-toronto,15
417,2020-04-09,one_day,ca-vancouver,17
418,2020-04-09,one_day,de-berlin,13
419,2020-04-09,one_day,de-hamburg,16
420,2020-04-09,one_day,de-rhineruhr,17
421,2020-04-09,one_day,dk-copenhagen,11
422,2020-04-09,one_day,es-barcelona,3
423,2020-04-09,one_day,es-madrid,3
424,2020-04-09,one_day,fr-lyon,4
425,2020-04-09,one_day,fr-paris,5
426,2020-04-09,one_day,hk-hongkong,44
427,2020-04-09,one_day,it-milan,3
428,2020-04-09,one_day,it-rome,5
429,2020-04-09,one_day,jp-tokyo,8
430,2020-04-09,one_day,kr-seoul,38
431,2020-04-09,one_day,mc-monaco,3
432,2020-04-09,one_day,mx-df,9
433,2020-04-09,one_day,nl-randstad,6
434,2020-04-09,one_day,pt-lisbon,9
435,2020-04-09,one_day,ru-moscow,14
436,2020-04-09,one_day,ru-stpetersburg,27
437,2020-04-09,one_day,se-stockholm,30
438,2020-04-09,one_day,sg-singapore,15
439,2020-04-09,one_day,tr-istanbul,7
440,2020-04-09,one_day,uk-birmingham,13
441,2020-04-09,one_day,uk-london,8
442,2020-04-09,one_day,uk-manchester,9
443,2020-04-09,one_day,us-boston,4
444,2020-04-09,one_day,us-chicago,6
445,2020-04-09,one_day,us-dc,5
446,2020-04-09,one_day,us-la,7
447,2020-04-09,one_day,us-nyc,5
448,2020-04-09,one_day,us-philadelphia,12
449,2020-04-09,one_day,us-seattle,7
450,2020-04-09,one_day,us-sf,5
451,2020-04-08,one_day,at-vienna,7
452,2020-04-08,one_day,au-melbourne,13
453,2020-04-08,one_day,au-sydney,12
454,2020-04-08,one_day,be-brussels,7
455,2020-04-08,one_day,br-saopaulo,12
456,2020-04-08,one_day,ca-montreal,10
457,2020-04-08,one_day,ca-toronto,15
458,2020-04-08,one_day,ca-vancouver,14
459,2020-04-08,one_day,de-berlin,14
460,2020-04-08,one_day,de-hamburg,15
461,2020-04-08,one_day,de-rhineruhr,16
462,2020-04-08,one_day,dk-copenhagen,11
463,2020-04-08,one_day,es-barcelona,3
464,2020-04-08,one_day,es-madrid,4
465,2020-04-08,one_day,fr-lyon,4
466,2020-04-08,one_day,fr-paris,5
467,2020-04-08,one_day,hk-hongkong,38
468,2020-04-08,one_day,it-milan,3
469,2020-04-08,one_day,it-rome,5
470,2020-04-08,one_day,jp-tokyo,8
471,2020-04-08,one_day,kr-seoul,36
472,2020-04-08,one_day,mc-monaco,2
473,2020-04-08,one_day,mx-df,13
474,2020-04-08,one_day,nl-randstad,6
475,2020-04-08,one_day,pt-lisbon,11
476,2020-04-08,one_day,ru-moscow,16
477,2020-04-08,one_day,ru-stpetersburg,25
478,2020-04-08,one_day,se-stockholm,28
479,2020-04-08,one_day,sg-singapore,17
480,2020-04-08,one_day,tr-istanbul,7
481,2020-04-08,one_day,uk-birmingham,11
482,2020-04-08,one_day,uk-london,8
483,2020-04-08,one_day,uk-manchester,9
484,2020-04-08,one_day,us-boston,6
485,2020-04-08,one_day,us-chicago,6
486,2020-04-08,one_day,us-dc,5
487,2020-04-08,one_day,us-la,8
488,2020-04-08,one_day,us-nyc,6
489,2020-04-08,one_day,us-philadelphia,12
490,2020-04-08,one_day,us-seattle,8
491,2020-04-08,one_day,us-sf,4
492,2020-04-07,one_day,at-vienna,6
493,2020-04-07,one_day,au-melbourne,14
494,2020-04-07,one_day,au-sydney,13
495,2020-04-07,one_day,be-brussels,7
496,2020-04-07,one_day,br-saopaulo,12
497,2020-04-07,one_day,ca-montreal,11
498,2020-04-07,one_day,ca-toronto,16
499,2020-04-07,one_day,ca-vancouver,15
500,2020-04-07,one_day,de-berlin,12
501,2020-04-07,one_day,de-hamburg,15
502,2020-04-07,one_day,de-rhineruhr,13
503,2020-04-07,one_day,dk-copenhagen,12
504,2020-04-07,one_day,es-barcelona,3
505,2020-04-07,one_day,es-madrid,4
506,2020-04-07,one_day,fr-lyon,4
507,2020-04-07,one_day,fr-paris,5
508,2020-04-07,one_day,hk-hongkong,36
509,2020-04-07,one_day,it-milan,3
510,2020-04-07,one_day,it-rome,5
511,2020-04-07,one_day,jp-tokyo,9
512,2020-04-07,one_day,kr-seoul,37
513,2020-04-07,one_day,mc-monaco,7
514,2020-04-07,one_day,mx-df,13
515,2020-04-07,one_day,nl-randstad,7
516,2020-04-07,one_day,pt-lisbon,11
517,2020-04-07,one_day,ru-moscow,17
518,2020-04-07,one_day,ru-stpetersburg,28
519,2020-04-07,one_day,se-stockholm,30
520,2020-04-07,one_day,sg-singapore,21
521,2020-04-07,one_day,tr-istanbul,8
522,2020-04-07,one_day,uk-birmingham,10
523,2020-04-07,one_day,uk-london,9
524,2020-04-07,one_day,uk-manchester,10
525,2020-04-07,one_day,us-boston,6
526,2020-04-07,one_day,us-chicago,5
527,2020-04-07,one_day,us-dc,4
528,2020-04-07,one_day,us-la,8
529,2020-04-07,one_day,us-nyc,6
530,2020-04-07,one_day,us-philadelphia,13
531,2020-04-07,one_day,us-seattle,8
532,2020-04-07,one_day,us-sf,5
533,2020-04-06,one_day,at-vienna,6
534,2020-04-06,one_day,au-melbourne,15
535,2020-04-06,one_day,au-sydney,14
536,2020-04-06,one_day,be-brussels,8
537,2020-04-06,one_day,br-saopaulo,12
538,2020-04-06,one_day,ca-montreal,13
539,2020-04-06,one_day,ca-toronto,15
540,2020-04-06,one_day,ca-vancouver,18
541,2020-04-06,one_day,de-berlin,14
542,2020-04-06,one_day,de-hamburg,16
543,2020-04-06,one_day,de-rhineruhr,16
544,2020-04-06,one_day,dk-copenhagen,10
545,2020-04-06,one_day,es-barcelona,3
546,2020-04-06,one_day,es-madrid,4
547,2020-04-06,one_day,fr-lyon,4
548,2020-04-06,one_day,fr-paris,5
549,2020-04-06,one_day,hk-hongkong,32
550,2020-04-06,one_day,it-milan,4
551,2020-04-06,one_day,it-rome,5
552,2020-04-06,one_day,jp-tokyo,10
553,2020-04-06,one_day,kr-seoul,36
554,2020-04-06,one_day,mc-monaco,5
555,2020-04-06,one_day,mx-df,13
556,2020-04-06,one_day,nl-randstad,6
557,2020-04-06,one_day,pt-lisbon,9
558,2020-04-06,one_day,ru-moscow,16
559,2020-04-06,one_day,ru-stpetersburg,31
560,2020-04-06,one_day,se-stockholm,30
561,2020-04-06,one_day,sg-singapore,50
562,2020-04-06,one_day,tr-istanbul,8
563,2020-04-06,one_day,uk-birmingham,13
564,2020-04-06,one_day,uk-london,9
